X	Y	Orientation	Speed	Rotation	Food
0.0	0.0	37.94844267598481	1.0	0.12360166571246722	0
0.7774959039432681	0.6288880022320672	38.96812892502195	1.0	1.0196862490371439	0
1.553450074987052	1.259677289109828	39.10837872540074	1.0	0.1402498003787933	0
2.3301099775115466	1.8895974394548078	39.04423161918147	1.0	-0.06414710621927222	0
3.104196274467527	2.522677533017208	39.27773360594617	1.0	0.23350198676470146	0
3.8779374408768765	3.156179393632865	39.308958625611645	1.0	0.031225019665479525	0
4.651365140291572	3.7900639207969933	39.337300945865714	1.0	0.02834232025407113	0
5.4117791805887165	4.439502514752553	40.499287626725305	1.0	1.1619866808595947	0
6.175950555359206	5.084515778167639	40.166669921837205	1.0	-0.3326177048880985	0
6.941106428961429	5.728360859761045	40.079138786640584	1.0	-0.08753113519661682	0
7.708003111730985	6.370131440231239	39.92397428419881	1.0	-0.15516450244177138	0
8.477539506417354	7.008734397672797	39.687724263094694	1.0	-0.2362500211041163	0
9.234458606946578	7.6622429861810355	40.8066597455678	1.0	1.1189354824731068	0
9.983698550342654	8.324541640278904	41.47541772857576	1.0	0.6687579830079637	0
10.71966291104243	9.001561920462422	42.61123374655905	1.0	1.1358160179832866	0
11.44380672134622	9.691210919590754	43.60233052740661	1.0	0.9910967808475557	0
12.168892665040685	10.379869306787707	43.52400219636453	1.0	-0.07832833104207904	0
12.896267757843706	11.066109406439278	43.33321216690867	1.0	-0.190790029455854	0
13.624465260108023	11.751476751514902	43.264503607913596	1.0	-0.06870855899507866	0
14.354512516498993	12.434873417760809	43.10964413002155	1.0	-0.15485947789204868	0
15.068744524789508	13.134782439229525	44.41970523625852	1.0	1.3100611062369727	0
15.771330989569332	13.846380822805674	45.36511346002584	1.0	0.9454082237673189	0
16.456994850617235	14.57429913529196	46.71216155379563	1.0	1.347048093769796	0
17.127593231548815	15.316119741295825	47.88673505911499	1.0	1.1745735053193584	0
17.79633680089975	16.05961287404943	48.029833203767865	1.0	0.1430981446528734	0
18.4623958092435	16.805511927141833	48.23637900204268	1.0	0.20654579827481756	0
19.124520071712954	17.554905989734593	48.53791695381565	1.0	0.30153795177297216	0
19.783126688149366	18.30739341473662	48.8063081746126	1.0	0.268391220796953	0
20.439320942906583	19.061985423721353	48.98973317758535	1.0	0.18342500297274578	0
21.09474738901704	19.81724443474937	49.04800672982033	1.0	0.058273552234979764	0
21.75020178044095	20.572479193458946	49.04588669655719	1.0	-0.0021200332631421404	0
22.406472363512506	21.327004820455752	48.983937353375445	1.0	-0.061949343181741945	0
23.063917698578322	22.08050706424816	48.89467067742808	1.0	-0.0892666759473637	0
23.723273028938912	22.8323385269611	48.74927486242563	1.0	-0.1453958150024537	0
24.36921045558487	23.5957288863828	49.76400306496963	1.0	1.0147282025440019	0
25.007185354376315	24.365786045632717	50.35902198087361	1.0	0.5950189159039754	0
25.630044912686095	25.148119715253387	51.47474339886229	1.0	1.1157214179886843	0
