CIU1	CIU2	CIU3	CIU4	CIU5	CIU6	CIU7	CIU8	TRl	TRr	TS	EPG1	EPG2	EPG3	EPG4	EPG5	EPG6	EPG7	EPG8	EPG9	EPG10	EPG11	EPG12	EPG13	EPG14	EPG15	EPG16	PEG1	PEG2	PEG3	PEG4	PEG5	PEG6	PEG7	PEG8	PEG9	PEG10	PEG11	PEG12	PEG13	PEG14	PEG15	PEG16	PEN1	PEN2	PEN3	PEN4	PEN5	PEN6	PEN7	PEN8	PEN9	PEN10	PEN11	PEN12	PEN13	PEN14	PEN15	PEN16	d7-1	d7-2	d7-3	d7-4	d7-5	d7-6	d7-7	d7-8	d7-9	d7-10	d7-11	d7-12	d7-13	d7-14	d7-15	d7-16	PFN1	PFN2	PFN3	PFN4	PFN5	PFN6	PFN7	PFN8	PFN9	PFN10	PFN11	PFN12	PFN13	PFN14	PFN15	PFN16	hd1	hd2	hd3	hd4	hd5	hd6	hd7	hd8	hd9	hd10	hd11	hd12	hd13	hd14	hd15	hd16	PFL1	PFL2	PFL3	PFL4	PFL5	PFL6	PFL7	PFL8	PFL9	PFL10	PFL11	PFL12	PFL13	PFL14	PFL15	PFL16
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.298039875245761	0.8256757664614033	1.0	0.7862168882433312	0.2803054120187756	0.0	0.0	0.0	0.30073707310629477	0.8256757664614033	1.0	0.785865951180071	0.2798498817672517	0.0	0.0	0.0	0.5027877147342453	0.9558870958972914	1.0	0.6976641969736779	0.0	0.0	0.0	0.0	0.5082355067742501	0.9558870958972914	1.0	0.6976641969736779	0.0	0.0	0.0	0.0	0.2189418819013984	0.3911774191794583	0.4	0.33953283939473555	0.0	0.0	0.0	0.0	0.02131434471078196	0.1911774191794583	0.2	0.13953283939473557	0.0	0.0	0.0	0.0	0.5337664035490094	1.0	1.0	0.7051419848369778	0.04668436166491483	0.0	0.0	0.0	0.5364882642408629	1.0	1.0	0.7043190627153096	0.04538155271592016	0.0	0.0	0.0	0.8979804236931866	1.0	1.0	1.0	0.629795157733736	0.039398241737286344	0.0	0.23455596154249203	0.8995840541949149	1.0	1.0	1.0	0.6275175064761163	0.0380297267672246	0.0	0.2358200135616122	0.08139949945295533	0.09850771191955425	0.09900000000000007	0.09831705729757098	0.06279472320192847	0.01579776393809722	0.006557178550268871	0.03561991882693234	0.09900000000000007	0.08826078411625066	0.04618035547906992	0.014618760910488322	0.010441733379101167	0.047793451195988886	0.08467592580535717	0.09858171181910753	0.007818565754736218	0.3456696900359698	0.4	0.4	0.21489757886686803	0.0	0.0	0.0	0.3497920270974575	0.4	0.4	0.20119586090304786	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.633234404213598	0.8992578926594277	1.0	1.0	0.03277955868493368	0.0	0.0	0.07791348493400285	0.6362188620233993	0.8992578926594277	1.0	1.0	0.032235186546562974	0.0	0.0	0.07807806935833647	0.2513555135808461	0.8256757664614033	1.0	0.7862168882433312	0.0	0.0	0.0	0.0	0.2553555203903746	0.8256757664614033	1.0	0.785865951180071	0.0	0.0	0.0	0.0	0.012923613384237365	0.16513515329228068	0.2	0.15724337764866625	0.0	0.0	0.0	0.0	0.2147658619053388	0.3651351532922807	0.4	0.35717319023601424	0.0	0.0	0.0	0.0	0.3358781501616879	0.8967029176799561	1.0	0.7507362587474924	0.10876173685912317	0.0	0.0	0.0	0.33778217621897005	0.8978863481299987	1.0	0.7498645746522051	0.10760043447227127	0.0	0.0	0.0	0.9533156383350851	1.0	1.0	1.0	0.4662335964509906	0.0	0.0	0.29485801516302224	0.9546184472840799	1.0	1.0	1.0	0.46351173575913707	0.0	0.0	0.29568093728469036	0.08163405541449782	0.09940569234324743	0.10000000000000007	0.09931705729757098	0.06379472320192847	0.016427559095830956	0.006596576792006157	0.03561991882693234	0.10000000000000007	0.08926078411625066	0.04718035547906992	0.015246278416964437	0.010479763105868392	0.047793451195988886	0.08491174581891878	0.09948129587330246	0.07048020378453941	0.35919216947727467	0.4	0.4	0.13311679822549533	0.0	0.0	0.0	0.37730922364203995	0.4	0.4	0.2510070025904465	0.0	0.0	0.0	0.007674090320311189
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.2690605627108791	0.8276037451360405	1.0	1.0	0.2899975602036766	0.0	0.0	0.0	0.27129282659301374	0.8276037451360405	1.0	1.0	0.2896167549922202	0.0	0.0	0.0	0.5244726673544748	0.8992578926594277	1.0	1.0	0.0	0.0	0.0	0.0	0.528618427551128	0.8992578926594277	1.0	1.0	0.0	0.0	0.0	0.0	0.017885143983596433	0.17985157853188555	0.2	0.2	0.0	0.0	0.0	0.0	0.2196433379324086	0.37985157853188556	0.4	0.4	0.0	0.0	0.0	0.0	0.5262318834733487	1.0	1.0	0.8372902442006964	0.13628574259149123	0.0	0.0	0.0	0.5283017014045819	1.0	1.0	0.8366096385573409	0.1352056625888881	0.0	0.0	0.0	0.8912382631408768	1.0	1.0	1.0	0.6641218498383121	0.10329708232004386	0.0	0.2492637412525076	0.8923995655277287	1.0	1.0	1.0	0.6622178237810299	0.10211365187000132	0.0	0.25013542534779487	0.08192891342966084	0.10035900798158252	0.10100000000000008	0.10031705729757098	0.06479472320192847	0.016893792692281945	0.006596576792006157	0.03561991882693234	0.10100000000000008	0.09026078411625066	0.048180355479069924	0.015709790152723575	0.010479763105868392	0.047793451195988886	0.08520742675620346	0.10043591432058653	0.06356233763564731	0.3813262553340341	0.4	0.4	0.23206092491915606	0.0	0.0	0.0	0.34619978276386437	0.4	0.4	0.18540469430365483	0.0	0.0	0.0	0.006915091587529398
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.4148307636908247	0.8692722842621224	1.0	1.0	0.2947536233053303	0.0	0.0	0.0	0.4171196597896719	0.8692722842621224	1.0	1.0	0.29433965971908366	0.0	0.0	0.0	0.13277482011938785	0.8276037451360405	1.0	1.0	0.0	0.0	0.0	0.0	0.13608716400412563	0.8276037451360405	1.0	1.0	0.0	0.0	0.0	0.0	0.1175263699506846	0.3655207490272081	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.16552074902720812	0.2	0.2	0.0	0.0	0.0	0.0	0.2687210858397786	0.8925025522127893	1.0	0.8626867645041535	0.1871292043163133	0.0	0.0	0.0	0.2702973629252019	0.8935307167425901	1.0	0.8621458658412529	0.186317856306541	0.0	0.0	0.0	0.8637142574085088	1.0	1.0	1.0	0.4737681165266513	0.0	0.0	0.16270975579930358	0.8647943374111119	1.0	1.0	1.0	0.4716982985954181	0.0	0.0	0.16339036144265906	0.08217817717091334	0.1012502462447234	0.10200000000000008	0.10131705729757098	0.06579472320192847	0.017557914542120256	0.0066998738743262	0.03561991882693234	0.10200000000000008	0.09126078411625066	0.049180355479069925	0.016372007976504604	0.010581876757738393	0.047793451195988886	0.08545756218155126	0.10132831388611425	0.03156262520525743	0.35649530525635076	0.4	0.4	0.13688405826332567	0.0	0.0	0.0	0.33239716870555597	0.4	0.4	0.26488712951241195	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.3944823182236394	0.8138018725680203	1.0	0.7	0.1462557828320443	0.0	0.0	0.0	0.3963007597679627	0.8138018725680203	1.0	0.7	0.14594052741495964	0.0	0.0	0.0	0.22770155937451142	0.8692722842621224	1.0	1.0	0.026032537465551675	0.0	0.0	0.0	0.23080180348313092	0.8692722842621224	1.0	1.0	0.024042296793881757	0.0	0.0	0.0	0.09583694842185166	0.3738544568524245	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.1738544568524245	0.2	0.2	0.0	0.0	0.0	0.0	0.335163356111852	0.9492185442044663	1.0	0.9334687806254456	0.28825996810478827	0.0	0.0	0.0	0.33665938830807146	0.9501978690422173	1.0	0.9329127208870689	0.287374470258223	0.0	0.0	0.0	0.8128707956836867	1.0	1.0	1.0	0.7312789141602214	0.10749744778721071	0.0	0.1373132354958465	0.813682143693459	1.0	1.0	1.0	0.7297026370747981	0.1064692832574099	0.0	0.13785413415874714	0.08234088692671265	0.10211396050213191	0.10300000000000008	0.10231705729757098	0.06679472320192847	0.018031682658646908	0.0066998738743262	0.03561991882693234	0.10300000000000008	0.09226078411625066	0.050180355479069925	0.016843706275100023	0.010581876757738393	0.047793451195988886	0.08562095254299391	0.10219310822352537	0.0	0.34548570296340353	0.4	0.4	0.2656394570801107	0.0	0.0	0.0	0.30684107184672954	0.4	0.4	0.18867931943816726	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.4300532429187226	0.8346361421310613	1.0	0.7	0.14598359751040546	0.0	0.0	0.0	0.43178046454234537	0.8346361421310613	1.0	0.7	0.14468927073532659	0.0	0.0	0.0	0.10622235011885112	0.8138018725680203	1.0	0.7	0.0	0.0	0.0	0.0	0.1089262895097397	0.8138018725680203	1.0	0.7	0.0	0.0	0.0	0.0	0.0	0.16276037451360406	0.2	0.13999999999999999	0.0	0.0	0.0	0.0	0.0	0.3627603745136041	0.4	0.33999999999999997	0.0	0.0	0.0	0.0	0.26200336236957167	0.837396168424996	1.0	0.7057643783158908	0.08273516742710756	0.0	0.0	0.0	0.2632894444555914	0.8382350211530554	1.0	0.7052621542479258	0.0819328650713965	0.0	0.0	0.0	0.7117400318952117	1.0	1.0	1.0	0.664836643888148	0.050781455795533725	0.0	0.06653121937455442	0.712625529741777	1.0	1.0	1.0	0.6633406116919285	0.04980213095778274	0.0	0.06708727911293111	0.0824782001622085	0.1029268312978156	0.10400000000000008	0.10331705729757099	0.06779472320192848	0.01876296157280713	0.006807371322113411	0.03561991882693234	0.10400000000000008	0.09326078411625066	0.051180355479069926	0.01757340891217482	0.010688346040995804	0.047793451195988886	0.08575880667715266	0.10300679036721883	0.0	0.3251483182734747	0.4	0.4	0.23241832194407402	0.0	0.0	0.0	0.2563127648708885	0.4	0.4	0.2918810548299193	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.1993245160876081	0.6069009362840101	1.0	0.75	0.28759932752608564	0.0	0.0	0.0	0.20083694625419463	0.6069009362840101	1.0	0.75	0.2873421111088817	0.0	0.0	0.0	0.34731807549161503	0.8346361421310613	1.0	0.7	0.0	0.0	0.0	0.0	0.3498475994709489	0.8346361421310613	1.0	0.7	0.0	0.0	0.0	0.0	0.20327548115663696	0.3669272284262123	0.4	0.33999999999999997	0.0	0.0	0.0	0.0	0.00442322783707258	0.16692722842621227	0.2	0.13999999999999999	0.0	0.0	0.0	0.0	0.39393190503200043	0.9235456794231869	1.0	0.7349602648469165	0.12691154925025794	0.0	0.0	0.0	0.39513665137517906	0.9243321028454725	1.0	0.7341877208934642	0.1257107906734694	0.0	0.0	0.0	0.9172648325728925	1.0	1.0	1.0	0.7379966376304283	0.16260383157500402	0.0	0.2942356216841092	0.9180671349286035	1.0	1.0	1.0	0.7367105555444087	0.16176497884694463	0.0	0.2947378457520742	0.08254473138158305	0.10363857132971081	0.10500000000000008	0.10431705729757099	0.06879472320192848	0.01942779821669528	0.006858152777908945	0.03561991882693234	0.10500000000000008	0.09426078411625066	0.05218035547906993	0.01823674952386675	0.010738148171953586	0.047793451195988886	0.0858258939562656	0.1037194158969606	0.0	0.2846960127580847	0.4	0.4	0.2689983188152142	0.0	0.0	0.0	0.35903356746430176	0.4	0.4	0.2653362446767714	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.5152039563219682	0.8217412989026033	1.0	0.55	0.061213618993599894	0.0	0.0	0.056283428187253653	0.5167088700269928	0.8217412989026033	1.0	0.55	0.060972669724964165	0.0	0.0	0.05643793697794411	0.07241296683735016	0.6069009362840101	1.0	0.75	0.0	0.0	0.0	0.0	0.07512615558072522	0.6069009362840101	1.0	0.75	0.0	0.0	0.0	0.0	0.11295335396726369	0.32138018725680206	0.4	0.35000000000000003	0.0	0.0	0.0	0.0	0.0	0.12138018725680202	0.2	0.15000000000000002	0.0	0.0	0.0	0.0	0.18356371386730855	0.7293469690297292	0.9813699398259427	0.7342089803904461	0.1575776140969417	0.0	0.0	0.0	0.18483466533094534	0.7301685185340241	0.9815787433408615	0.7338036499690849	0.15693029728422359	0.0	0.0	0.0	0.8730884507497421	1.0	1.0	1.0	0.6060680949679995	0.07645432057681312	0.0	0.26503973515308354	0.8742892093265306	1.0	1.0	1.0	0.6048633486248209	0.07566789715452749	0.0	0.2658122791065358	0.08283896700326716	0.1045558361622837	0.10600000000000008	0.10531705729757099	0.06979472320192848	0.020165794854325708	0.007020756609483949	0.03561991882693234	0.10600000000000008	0.09526078411625066	0.05318035547906993	0.018973460079411156	0.01089991315080053	0.047793451195988886	0.08612063180201766	0.1046374830318892	0.05423847404851473	0.366905933029157	0.4	0.4	0.2030340474839998	0.0	0.0	0.0	0.33714460466326535	0.4	0.4	0.29468422221776347	0.0	0.0	0.0	0.0001329935247093017
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.3260711478560888	0.7034504681420051	1.0	0.575	0.11328725722653832	0.0	0.0	0.0	0.32755720559032	0.7034504681420051	1.0	0.575	0.11303306693381096	0.0	0.0	0.0	0.35762634222502654	0.8217412989026033	1.0	0.55	0.0	0.0	0.0	0.0	0.35977857274276925	0.8217412989026033	1.0	0.55	0.0	0.0	0.0	0.0	0.14546317716745194	0.36434825978052066	0.4	0.31000000000000005	0.028679009931411453	0.0	0.0	0.0	0.0	0.16434825978052067	0.2	0.11000000000000001	0.0	0.0	0.0	0.0	0.4246914740388975	0.9120494505010593	1.0	0.6560473148379918	0.08153130172383927	0.0	0.0	0.0	0.42574981460684924	0.9127468362750621	1.0	0.6556306531669445	0.08084435138016902	0.0	0.0	0.0	0.8424223859030583	1.0	1.0	1.0	0.8164362861326915	0.2706530309702708	0.018630060174057328	0.26579101960955387	0.8430697027157764	1.0	1.0	1.0	0.8151653346690546	0.2698314814659759	0.01842125665913852	0.26619635003091513	0.08310400673842025	0.10542892461303344	0.10700000000000008	0.10631705729757099	0.07079472320192848	0.020771862949293708	0.007097210930060762	0.03561991882693234	0.10700000000000008	0.09626078411625066	0.05418035547906993	0.019578323428035976	0.010975581047955058	0.047793451195988886	0.0863864440811242	0.10551177224121573	0.027227087012762566	0.34923538029989687	0.4	0.4	0.30821814306634576	0.0	0.0	0.0	0.32153485135788823	0.4	0.4	0.24194533944992838	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.526855170548266	0.8108706494513016	1.0	0.5036790099314115	0.025061705192220507	0.0	0.0	0.014253714199853579	0.5280686758758715	0.8108706494513016	1.0	0.5036790099314115	0.024850037078630163	0.0	0.0	0.014337046534063036	0.24453984613224955	0.7034504681420051	1.0	0.575	0.0	0.0	0.0	0.0	0.24671285421015096	0.7034504681420051	1.0	0.575	0.0	0.0	0.0	0.0	0.0	0.14069009362840101	0.2	0.11499999999999999	0.0	0.0	0.0	0.0	0.18466708973789497	0.340690093628401	0.4	0.315	0.0	0.0	0.0	0.0	0.30851687207341133	0.8076712903072296	0.9487542785638352	0.5996942546165562	0.005159620363769921	0.0	0.0	0.0	0.3095493183872683	0.8083456991238136	0.9489224507811043	0.5993281178237965	0.0045755458775254	0.0	0.0	0.0	0.9184686982761607	1.0	1.0	1.0	0.5753085259611025	0.08795054949894066	0.0	0.34395268516200816	0.919155648619831	1.0	1.0	1.0	0.5742501853931508	0.08725316372493785	0.0	0.34436934683305553	0.0833697977580298	0.10627134699893649	0.10800000000000008	0.10731705729757099	0.07179472320192848	0.0215882992354264	0.007367863961031033	0.0356385488871064	0.10800000000000008	0.09726078411625066	0.05518035547906993	0.020393488762705032	0.011245412529421035	0.04781187245264802	0.08665264043115511	0.10635484194393151	0.06555075698190192	0.3369689543612233	0.4	0.4	0.18765426298055127	0.0	0.0	0.0	0.35957782430991553	0.4	0.4	0.32606613386762184	0.0	0.0	0.0	0.009412554502838344
